0.4535533905932738,3.9341752078314585e-11,9.843785754064774e-11
0.3535533905932738,3.8835157312178126e-11,6.812341763715874e-11
0.3535433905932738,3.970141451759002e-5,8.202413749976812e-7
0.3535255649992517,1.3436195600569079e-8,2.73663619953936e-10
0.35347596422500566,5.1332414985338914e-9,9.997862006223243e-11
0.3533379471242706,5.132497427062788e-9,9.390292965156878e-11
0.35295390634295487,5.131867375496313e-9,7.773625527386598e-11
0.3518852900560737,5.131556402027115e-9,5.1301734683696745e-11
0.348911801759661,0.2505474061457794,2.9271020730972593e-8
0.34063789394312494,0.46038984648595305,9.997202300136427e-11
0.3176152539552275,0.7903807006263066,9.994969742788549e-11
0.25355339059327375,1.354402234948654,9.946984344679982e-11
